Soilcolor,Soil_pH,Potassium,Phosphorus,Zinc,Sulphur,Nitrogen,Annual_Humidity,Annual_Temperature,Annual_Precipitation,WindDirection_10m,Topsoil_Moisture,Cloud_Amount,WindSpeed_2m_Range,Pressure,label
red,5.5,2.61,0.68,0.52,1.2,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,6.4,2.57,0.48,0.26,0.95,0.1,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.6,2.64,0.54,0.43,1.01,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.6,2.04,0.48,0.28,1,0.36,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.8,2.25,0.48,0.41,1.18,0.01,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.99,2.26,0.75,0.47,0.97,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
other,5.4,2.33,0.3,0.26,1.11,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.2,2.48,0.3,0.38,1.15,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.1,2.07,0.3,0.32,1.28,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.18,2.04,0.27,0.52,1.24,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.4,1.89,0.3,0.32,1.08,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
other,6.2,2.42,0.48,0.32,1.18,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.2,2.42,0.48,0.49,1.04,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.45,2.34,1.02,0.31,0.94,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.03,2.17,0.49,0.44,0.97,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
other,5.3,2.45,0.48,0.38,1.36,0.29,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.59,2.36,0.15,0.26,1.08,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.06,2.16,0.69,0.25,1.37,0.26,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.4,1.88,0.3,0.18,1.46,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.72,2.31,0.48,0.34,1.2,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.28,0.48,0.34,1.3,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.4,2.01,0.41,0.3,1.3,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.74,2.6,0.78,0.51,1.25,0.25,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
other,5.67,2.27,0.82,0.39,1.34,0.26,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,6.3,2.23,1,0.36,0.78,0.13,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.06,1.98,0.57,0.23,1.13,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.6,2.74,0.6,0.61,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.52,2.41,1.05,0.59,1.21,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
other,6.3,2.19,1.18,0.23,0.85,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.2,2.46,0.7,0.3,0.48,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
other,5.04,1.79,0.3,0.3,1.15,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.04,2.05,0.52,0.3,1.19,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.36,0.3,0.45,1.11,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.3,2.54,1.2,0.34,0.9,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,7.6,2.53,0.48,0.28,0.7,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.5,2.13,0.95,0.3,0.78,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.36,2.06,0.34,0.3,0.94,0.12,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
other,5.38,2.45,0.9,0.31,1.34,0.27,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.51,2.24,0.02,0.18,1.14,0.12,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.04,2.71,0.48,0.45,1.15,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.04,2.23,0.6,0.45,1.11,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.04,2.38,0.78,0.61,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.51,2.59,0.6,0.43,1.04,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.2,2.26,0.51,0.5,1.16,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.5,2.13,0.18,0.32,0.9,0.07,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.45,2.23,0.49,0.28,0.79,0.17,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.37,2.49,0.48,0.38,1.34,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.37,2.55,0.95,0.54,0.9,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.66,1.36,0.64,1.08,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,6.32,2.98,1.17,0.66,1.23,0.29,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.81,2.75,0.56,0.48,1.2,0.3,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,6.2,2.9,1,0.49,0.85,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.4,2.15,1.04,0.36,1.11,0.11,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.35,2.64,0.76,0.35,1.27,0.26,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.6,1.82,0.3,0.26,1.08,0.07,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.82,2.55,0.42,0.4,1.18,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.67,2.53,0.95,0.49,1.26,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.12,0.7,0.48,1.15,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.67,2.35,0.95,0.56,1.04,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,6.8,2.32,0.9,0.15,0.78,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.76,2.91,0.89,0.52,0.52,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
other,6.1,2.07,0.3,0.26,0.48,0.23,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.3,2.69,0.48,0.38,1.11,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.4,2.47,0.85,0.56,0.87,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.66,1.28,0.48,1.15,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.67,1.94,0.9,0.52,1.18,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.74,2.63,0.7,0.46,1.24,0.3,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
black,6.8,2.17,0.7,0.32,0.6,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.47,2.08,0.49,0.37,1.25,0.31,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,4.65,2.28,0.96,0.31,1.46,0.24,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.7,2.18,0.48,0.45,0.95,0.28,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.5,2.18,1.04,0.36,0.7,0.11,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6.1,2.39,0.3,0.28,0.9,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6,2.28,0.3,0.43,0.78,0.14,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.5,2.35,1.41,0.38,0.85,0.08,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.16,2.43,0.69,0.5,1.26,0.28,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,6.5,2.25,0.7,0.38,0.6,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,7.87,2.61,1.32,0.43,0.85,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.4,2.15,0.65,0.58,1.06,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.9,2.38,0.78,0.53,0.9,0.06,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.4,2.44,0.48,0.46,1.18,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,5.4,2.33,0.85,0.57,0.95,0.13,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.41,1.04,0.49,1.26,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,6,2.13,0.48,0.32,0.85,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.99,2.99,0.97,0.77,1.27,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.35,2.44,0.54,0.49,1.24,0.25,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
red,5.66,2.66,0.62,0.5,1.22,0.25,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
black,5.67,2.6,1.07,0.47,1.13,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.67,2.16,0.9,0.48,0.95,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,7.96,2.55,0.94,0.4,1.19,0.18,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.4,2.24,0.6,0.48,0.85,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,6.86,2.65,0.93,0.31,0.97,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
black,6.09,2.61,0.48,0.3,0.78,0.11,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.9,2.08,0.6,0.32,0.9,0.22,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.99,2.12,0.44,0.37,1.1,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,6.1,2.37,0.46,0.43,0.99,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.9,2.52,0.48,0.32,1.08,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.8,2.16,0.6,0.34,0.85,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
gray,5.3,1.89,0.51,0.36,1.29,0.27,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.78,2.51,0.62,0.76,1.2,0.34,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,7.53,2.73,0.7,0.32,0.85,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.09,2.06,0.38,0.4,0.97,0.2,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,6.95,3.32,2.89,1.11,1.36,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.6,2.61,0.6,0.52,1.3,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,6.2,1.76,0.48,0.18,1.34,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.9,2.8,1.08,0.51,1.11,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
black,7.94,2.6,0.48,0.3,0.7,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,6.2,2.79,0.78,0.61,0.9,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Wheat
brown,5.3,2.65,0.7,0.28,1.04,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
brown,5.3,2.33,0.48,0.2,1,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,6.1,2.61,1.23,0.54,0.9,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.87,2.65,0.6,0.34,0.9,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
gray,7.2,2.42,1.04,0.41,1.34,0.11,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.32,0.7,0.34,1.08,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
black,7.53,2.47,0.9,0.4,0.78,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.88,2.08,0.9,0.43,1.04,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
red,5.75,2.44,0.48,0.28,1.04,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
brown,5.8,2.31,0.78,0.36,1.08,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Wheat
red,5.88,2.77,1.67,0.79,1,0.12,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,7.7,2.67,0.6,0.4,1.04,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Wheat
other,5.3,2.04,0.85,0.28,1.15,0.23,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,6.5,2.9,1.23,0.32,0.9,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.3,2.39,1.11,0.38,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.98,2.2,1.2,0.34,0.85,0.18,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.32,2.56,0.61,0.28,1.27,0.24,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
other,5.8,1.82,0.48,0.3,1.28,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.3,2.6,0.7,0.4,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.48,2.51,0.7,0.36,0.78,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.28,2.02,0.45,0.23,1.28,0.17,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,4.7,1.88,0.6,0.34,1.23,0.36,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.3,2.43,1.04,0.38,1.11,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.2,2.37,0.7,0.34,1.08,0.19,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.8,2.59,1.18,0.51,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.3,2.67,0.6,0.48,1.26,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.3,2.56,0.6,0.38,1.18,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.73,2.2,1.19,0.39,0.89,0.11,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,6,2.27,0.7,0.23,0.9,0.12,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.5,2.33,0.78,0.34,0.7,0.15,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
other,5.2,2.03,0.6,0.3,1.15,0.11,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.8,2.08,0.7,0.34,1.26,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
other,6.1,2.16,0.6,0.32,1.04,0.11,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,6.8,2.44,0.8,0.31,0.82,0.02,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.4,2.4,0.48,0.54,0.95,0.17,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.5,2.46,0.48,0.18,1.04,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.3,2.57,0.9,0.23,1.11,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.05,2.11,0.95,0.29,0.83,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.8,2.6,0.7,0.45,0.95,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.4,2.46,0.6,0.34,0.95,0.14,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.5,2.08,0.3,0.2,1,0.1,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
other,5.8,1.98,0.85,0.28,0.85,0.1,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.52,2.34,0.78,0.2,1.2,0.23,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
brown,5.9,2.06,0.9,0.2,0.85,0.06,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.2,2.36,0.48,0.36,1.04,0.14,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.44,2.27,0.3,0.32,1.3,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
other,5.77,2.41,0.3,0.38,1.15,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
gray,7.1,2.28,1.71,0.51,0.9,0,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,6.37,2.55,1.44,0.38,0.79,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.4,2.2,0.3,0.26,1,0.15,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.5,2.48,0.48,0.34,1.18,0.22,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.83,2.33,0,0.34,1.08,0.15,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.1,1.93,0.3,0.28,1.2,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.8,2.19,0.85,0.34,0.78,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.4,0.78,0.36,1.11,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.8,1.94,0.48,0.32,1.08,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.09,0.3,0.28,0.95,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.06,0.3,0.23,1.23,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.4,2.11,0.6,0.3,0.95,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.5,2.6,0.3,0.32,1.36,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.71,2.28,0.7,0.43,1.11,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,6.06,2.28,0.7,0.37,0.83,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,6.9,2.57,0.9,0.51,1.04,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.5,2.46,0.3,0.43,1.08,0.1,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,5.8,2.41,1.18,0.43,1.28,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.66,2.34,0.48,0.36,1.28,0.13,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.8,2.47,0.7,0.3,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.1,2.49,0.7,0.36,1.11,0.19,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.59,2.53,0.9,0.41,1.15,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.41,2.5,0.63,0.43,1.03,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.8,2.4,1.19,0.38,0.84,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.8,2.22,0.9,0.53,1.15,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.26,2.4,0.48,0.49,1.04,0,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
gray,6.26,2.47,0.78,0.2,1.04,0,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Wheat
red,5.71,2.22,0.78,0.3,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,1.95,0.78,0.43,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
gray,6,2.12,0.7,0.28,0.95,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.95,2.5,0.9,0.53,0.95,0,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
gray,5.8,2.03,1.75,0.23,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.37,1.02,0.53,1.09,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.85,2.66,1,0.76,1.08,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5,2.47,0.6,0.23,1.23,0.19,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
brown,5.85,2.12,0.76,0.42,0.72,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.89,2.52,0.9,0.52,1.15,0.08,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.85,2.1,0.3,0.36,1.04,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
other,5.73,2.7,1.11,0.45,1.23,0.2,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
red,5.53,2.6,0.48,0.34,1.26,0.08,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.44,2.16,0.48,0.3,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.73,2.47,0.78,0.32,1.18,0.08,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
black,6.3,2.59,1.43,0.54,0.85,0.07,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.87,2.53,0.6,0.49,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.33,1.04,0.26,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.8,2.46,1.08,0.56,0.94,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,6.62,2.49,0.57,0.38,1.13,0.16,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.9,3,1.53,0.7,1,0.23,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Wheat
gray,5.59,2.24,0.6,0.23,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.5,2.21,0.48,0.32,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
gray,5.4,2.49,1.46,0.38,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.97,1.9,0.51,0.43,0.79,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.4,2.03,0.7,0.2,1,0.19,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.83,2.12,0.3,0.32,1.11,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.4,2.12,1.48,0.46,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.2,2.44,1.23,0.48,1.11,0.37,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.78,2.73,1.01,0.42,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.2,2.09,0.48,0.34,1,0.16,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,6.1,2.02,1,0.23,0.78,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.6,2.11,0.7,0.38,1,0.46,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
black,5.6,2.25,0.9,0.49,1,0.36,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.1,2.15,1.15,0.43,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
red,5.1,2.16,0.6,0.34,1.04,0.16,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
brown,5.5,2.24,0.85,0.15,1,0.16,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Wheat
